data,hits,visitors
104.12.70.gfj,1,1
39.151.1.agj,1,1
45.27.231.bid,1,1
49.104.6.gha,1,1
1.144.96.iei,1,1
64.182.53.jfd,1,1
184.170.24.eda,1,1
89.41.19.bgg,1,1
223.205.192.gjj,1,1
181.16.36.ihd,1,1
129.252.86.hie,1,1
112.215.240.ggf,1,1
62.219.193.iee,1,1
216.197.160.fdb,1,1
117.120.7.dea,1,1
190.65.222.iji,1,1
31.4.178.jic,1,1
41.72.103.ccg,1,1
78.25.98.fec,1,1
75.131.192.aca,1,1
206.144.193.gbi,1,1
107.155.196.jde,1,1
187.180.196.adj,1,1
193.138.230.fhi,1,1
195.155.119.efh,1,1
117.207.3.abj,1,1
47.182.179.bic,1,1
217.172.40.hhj,1,1
195.182.59.gjc,1,1
201.137.241.cib,1,1
41.230.103.cef,1,1
14.100.136.bjh,1,1
112.207.0.ahf,1,1
80.1.141.fbd,1,1
178.18.246.fdi,1,1
203.125.81.bbb,1,1
68.134.239.jgj,1,1
222.255.154.abb,1,1
121.54.44.haf,1,1
177.13.250.fcf,1,1
198.140.228.jde,1,1
71.37.228.caa,1,1
177.124.184.abc,1,1
68.198.125.gae,1,1
1.171.60.efj,1,1
81.12.21.bbi,1,1
122.53.188.bbb,1,1
73.8.187.eca,1,1
50.193.70.edd,1,1
107.77.216.eef,1,1
68.151.170.aej,1,1
212.50.99.aje,1,1
76.30.204.cjj,1,1
12.161.112.caa,1,1
217.69.132.edd,1,1
203.221.6.jbj,1,1
12.19.45.jfc,1,1
180.71.19.hbh,1,1
162.255.155.cca,1,1
74.108.222.cef,1,1
73.52.110.bhe,1,1
68.205.54.gfa,1,1
5.2.64.jgj,1,1
187.78.79.djb,1,1
118.100.61.iah,1,1
154.121.7.iah,1,1
116.87.109.def,1,1
67.149.104.ach,1,1
54.202.122.fad,1,1
186.19.4.bcf,1,1
73.181.89.jhi,1,1
192.171.41.jid,1,1
198.101.106.iei,1,1
61.52.159.gjj,1,1
216.191.222.jda,1,1
184.191.164.jhd,1,1
38.140.2.dcg,1,1
50.73.174.adj,1,1
14.162.41.cjb,1,1
95.153.131.dea,1,1
112.204.63.ghe,1,1
68.107.68.hhi,1,1
128.199.136.cic,1,1
192.196.142.cje,1,1
23.239.164.cic,1,1
75.174.190.aaa,1,1
192.227.182.hec,1,1
24.130.226.ajc,1,1
12.2.179.abb,1,1
95.143.46.beg,1,1
209.171.88.eaj,1,1
108.52.161.bbi,1,1
151.255.40.hhi,1,1
64.71.206.jca,1,1
104.138.243.bif,1,1
91.202.173.beh,1,1
76.25.179.gjh,1,1
99.120.221.beh,1,1
151.18.10.jca,1,1
216.198.233.cic,1,1
192.228.212.haa,1,1
100.75.14.hgh,1,1
66.128.2.jdd,1,1
199.77.133.ifh,1,1
37.206.153.hhg,1,1
144.121.2.gjj,1,1
108.29.132.iee,1,1
106.39.191.bid,1,1
112.222.22.gai,1,1
66.249.84.ceb,1,1
115.60.12.dce,1,1
217.18.245.iji,1,1
76.196.73.bhf,1,1
148.204.81.hce,1,1
14.141.94.dad,1,1
37.120.42.iei,1,1
72.93.246.ijh,1,1
24.158.14.bbb,1,1
72.35.26.dad,1,1
75.69.112.aag,1,1
66.201.170.ech,1,1
82.132.240.eih,1,1
58.243.40.dce,1,1
173.183.170.dci,1,1
213.179.223.fad,1,1
220.200.15.iee,1,1
64.64.126.bgj,1,1
69.146.110.fib,1,1
211.24.109.jdd,1,1
152.130.14.ech,1,1
163.158.154.fdf,1,1
173.8.138.jjh,1,1
88.108.43.aje,1,1
75.115.59.hbh,1,1
87.79.22.fef,1,1
95.145.82.fbd,1,1
113.184.144.ede,1,1
184.178.179.ijh,1,1
136.24.75.iah,1,1
45.32.95.bfb,1,1
169.1.179.bcj,1,1
8.24.211.ide,1,1
27.63.186.igj,1,1
119.158.53.iji,1,1
69.164.208.bhj,1,1
70.36.157.gjh,1,1
179.108.76.gii,1,1
117.136.8.cef,1,1
38.18.23.jdf,1,1
50.194.180.ach,1,1
98.121.67.gha,1,1
163.151.255.jde,1,1
41.215.163.igj,1,1
154.123.31.fjc,1,1
73.85.140.fdb,1,1
85.204.173.gii,1,1
123.2.231.jja,1,1
213.162.128.jca,1,1
147.241.112.fed,1,1
144.76.176.djc,1,1
185.15.95.jja,1,1
71.201.54.fbd,1,1
155.97.72.jbh,1,1
98.19.14.beg,1,1
112.206.49.beh,1,1
148.0.170.aje,1,1
107.77.165.aba,1,1
72.11.117.bhf,1,1
50.233.189.jic,1,1
129.7.106.hhj,1,1
67.227.1.fjf,1,1
171.13.14.bgj,1,1
80.12.39.caa,1,1
195.74.144.aie,1,1
50.74.228.hhg,1,1
72.94.246.ajc,1,1
76.219.190.hah,1,1
206.214.12.jfd,1,1
95.143.32.hdj,1,1
67.227.43.jij,1,1
54.158.240.bdf,1,1
209.216.226.fih,1,1
35.184.215.fab,1,1
81.158.64.ffb,1,1
71.38.242.eef,1,1
89.144.32.fed,1,1
220.143.10.bah,1,1
73.231.156.iah,1,1
191.111.135.fha,1,1
71.183.76.fih,1,1
37.212.203.ebg,1,1
89.248.28.hhj,1,1
76.90.232.bhe,1,1
96.230.193.gcd,1,1
14.215.176.jcf,1,1
93.169.54.fdi,1,1
14.142.155.fec,1,1
60.27.16.ide,1,1
64.4.221.jic,1,1
207.47.78.efc,1,1
31.30.27.ddh,1,1
38.105.199.jja,1,1
212.49.84.jfd,1,1
216.240.126.gif,1,1
67.216.96.gjc,1,1
96.254.30.gig,1,1
50.250.253.aef,1,1
73.166.247.gai,1,1
49.229.55.gee,1,1
24.251.101.bdc,1,1
95.143.47.fad,1,1
50.121.98.ijh,1,1
174.27.58.eja,1,1
67.234.11.fhi,1,1
107.167.103.haf,1,1
112.200.193.fbb,1,1
217.172.39.iji,1,1
49.229.48.jfc,1,1
189.216.58.hjf,1,1
23.31.192.hce,1,1
23.239.163.gge,1,1
146.86.48.bfc,1,1
70.250.64.fjc,1,1
41.142.85.ihd,1,1
73.18.252.hgj,1,1
69.67.8.baj,1,1
185.61.48.ahg,1,1
107.155.197.eff,1,1
86.158.221.ebi,1,1
176.222.137.jgj,1,1
36.72.70.hji,1,1
94.70.164.eda,1,1
194.9.65.eda,1,1
112.198.68.aea,1,1
59.92.0.fjb,1,1
106.219.53.cfi,1,1
47.17.192.ehd,1,1
83.66.8.bgg,1,1
112.110.115.haf,1,1
68.190.179.fbd,1,1
213.57.81.ahd,1,1
49.207.50.dci,1,1
173.199.70.bbb,1,1
159.238.111.jij,1,1
64.129.152.bff,1,1
66.87.77.dad,1,1
216.161.206.ajg,1,1
41.86.47.ahf,1,1
113.163.45.gch,1,1
174.7.235.ffb,1,1
165.212.145.jhf,1,1
178.18.242.aje,1,1
108.20.28.cga,1,1
42.106.36.egd,1,1
105.27.175.adj,1,1
173.33.47.fgi,1,1
113.15.27.aba,1,1
177.227.136.bff,1,1
171.230.111.jhd,1,1
200.51.94.hee,1,1
62.114.234.igh,1,1
107.77.212.jdj,1,1
131.161.10.aji,1,1
191.254.140.aba,1,1
175.157.60.fbd,1,1
130.105.93.hbc,1,1
73.166.117.bjg,1,1
196.15.214.bid,1,1
190.113.210.ajc,1,1
168.159.213.chj,1,1
89.144.57.bij,1,1
24.215.220.ifh,1,1
113.77.134.aea,1,1
37.186.43.ech,1,1
151.236.166.jhi,1,1
113.254.235.fgg,1,1
68.196.202.beh,1,1
189.20.217.fcg,1,1
83.244.221.gjc,1,1
67.203.4.jgj,1,1
208.185.22.eib,1,1
105.112.22.efi,1,1
114.184.26.gbi,1,1
67.198.188.edf,1,1
89.100.235.dfh,1,1
184.175.66.hec,1,1
82.20.121.jbf,1,1
217.116.5.cic,1,1
100.8.207.aie,1,1
107.77.211.jjh,1,1
47.144.233.cje,1,1
27.63.86.abb,1,1
96.59.75.ihh,1,1
68.187.40.dci,1,1
131.228.197.fdh,1,1
98.179.163.jig,1,1
23.226.217.baj,1,1
93.92.192.abj,1,1
106.220.147.bfc,1,1
23.19.240.jga,1,1
89.144.50.ide,1,1
66.87.97.djb,1,1
115.42.124.fjf,1,1
59.148.88.aca,1,1
223.180.30.igg,1,1
129.205.97.bji,1,1
64.71.196.ajc,1,1
112.175.187.jbj,1,1
41.136.231.efh,1,1
99.192.46.djc,1,1
112.215.172.gjj,1,1
14.192.208.beh,1,1
76.173.239.aaa,1,1
69.60.34.aha,1,1
75.131.129.dea,1,1
96.244.36.bff,1,1
80.243.162.ijh,1,1
208.187.145.fih,1,1
108.4.138.ahb,1,1
67.79.228.bid,1,1
68.132.243.efj,1,1
107.77.228.bfb,1,1
173.54.138.jca,1,1
122.15.129.ide,1,1
24.47.187.jjh,1,1
173.165.198.dcg,1,1
118.143.136.fdf,1,1
38.104.175.iji,1,1
75.172.148.bjh,1,1
72.175.164.cih,1,1
68.33.75.ech,1,1
74.142.7.fgi,1,1
163.239.255.icd,1,1
110.159.5.hah,1,1
209.12.28.jdd,1,1
208.18.95.abb,1,1
103.240.126.gfj,1,1
41.108.80.fhi,1,1
119.160.97.hgj,1,1
156.194.63.fjb,1,1
71.217.58.geh,1,1
188.64.29.ebg,1,1
112.211.178.hhg,1,1
135.245.248.aej,1,1
177.36.6.fdh,1,1
183.206.121.dce,1,1
208.81.59.agj,1,1
103.18.122.fdh,1,1
2.247.241.ihd,1,1
202.67.32.aba,1,1
125.227.148.jga,1,1
87.60.173.ajc,1,1
173.29.211.jic,1,1
121.41.82.jgj,1,1
162.198.192.jga,1,1
78.107.121.cjj,1,1
103.62.153.acc,1,1
208.80.69.fjf,1,1
65.51.212.ech,1,1
159.142.0.hji,1,1
104.129.85.iei,1,1
24.185.209.dfh,1,1
211.112.94.eih,1,1
106.210.216.djc,1,1
82.36.99.abj,1,1
108.53.128.dfg,1,1
50.173.18.bic,1,1
103.65.193.fhc,1,1
72.80.80.eca,1,1
200.32.222.gjc,1,1
156.204.145.iee,1,1
94.189.201.fec,1,1
66.248.161.edf,1,1
98.223.216.hjh,1,1
123.192.238.jbf,1,1
104.254.216.aej,1,1
37.107.23.ebc,1,1
62.253.152.dad,1,1
197.253.58.beg,1,1
67.134.206.ahd,1,1
72.44.165.bji,1,1
187.35.179.jbj,1,1
192.114.88.hhj,1,1
208.126.42.haa,1,1
64.71.200.cci,1,1
155.152.213.iji,1,1
175.223.22.gig,1,1
90.130.66.ech,1,1
191.96.89.ihf,1,1
37.47.0.ifh,1,1
188.71.205.ced,1,1
50.101.46.ahd,1,1
202.69.12.idd,1,1
105.112.18.hji,1,1
114.230.87.cha,1,1
125.227.253.jic,1,1
23.239.161.ihf,1,1
107.77.217.cfi,1,1
82.145.219.gfj,1,1
195.101.175.gcd,1,1
47.47.8.gbi,1,1
173.164.175.hbf,1,1
76.184.64.hjf,1,1
24.104.140.jga,1,1
73.172.187.jfd,1,1
186.28.150.fha,1,1
5.155.169.ede,1,1
72.45.23.agj,1,1
174.44.157.aed,1,1
187.16.110.jhf,1,1
184.101.118.bfc,1,1
98.21.5.dcg,1,1
71.40.227.bid,1,1
72.188.68.hah,1,1
64.62.149.hhg,1,1
41.235.130.jca,1,1
185.182.81.abf,1,1
47.19.146.ebi,1,1
62.14.153.bbb,1,1
206.51.149.aig,1,1
198.20.216.igj,1,1
183.162.32.fjb,1,1
74.94.91.aba,1,1
79.45.161.djf,1,1
69.117.150.eef,1,1
110.36.226.bff,1,1
217.111.88.caf,1,1
107.182.238.jcd,1,1
70.215.138.eef,1,1
66.162.12.jde,1,1
207.195.244.hec,1,1
221.223.148.ihf,1,1
81.240.248.aie,1,1
83.136.45.jdi,1,1
138.232.39.cic,1,1
203.186.123.hee,1,1
197.251.137.gfa,1,1
50.204.179.efc,1,1
68.117.255.dfh,1,1
158.106.67.eih,1,1
63.223.124.igj,1,1
24.5.182.eef,1,1
107.167.106.igh,1,1
27.218.166.djf,1,1
76.78.236.efh,1,1
185.35.21.gha,1,1
72.216.244.fhf,1,1
113.160.132.ijh,1,1
64.191.102.ecb,1,1
198.110.32.jdd,1,1
107.77.248.jdf,1,1
64.237.235.edc,1,1
97.103.38.eih,1,1
78.166.64.jjh,1,1
195.46.230.aah,1,1
27.74.198.ifh,1,1
199.85.73.ceb,1,1
209.243.11.ach,1,1
97.88.148.bge,1,1
67.203.6.gif,1,1
37.111.128.hee,1,1
98.189.199.ddh,1,1
100.1.72.hji,1,1
54.202.59.gfj,1,1
192.76.8.bhe,1,1
112.197.176.aed,1,1
184.101.248.abc,1,1
68.5.236.bbb,1,1
209.232.64.gjc,1,1
119.76.0.def,1,1
175.158.201.fhi,1,1
173.241.250.jid,1,1
112.198.102.cej,1,1
50.130.165.ehg,1,1
50.196.223.bgd,1,1
105.232.115.gha,1,1
199.196.170.ahf,1,1
131.91.75.aie,1,1
96.88.30.jbf,1,1
103.58.74.gif,1,1
85.218.31.efb,1,1
64.134.168.hjf,1,1
159.203.17.ech,1,1
96.91.173.jja,1,1
67.227.43.dfh,1,1
74.82.35.ajg,1,1
23.226.222.jhi,1,1
183.215.90.jij,1,1
200.106.68.eag,1,1
128.249.96.agj,1,1
122.180.220.jea,1,1
66.143.32.eih,1,1
84.36.7.geh,1,1
64.191.62.fef,1,1
100.1.240.fab,1,1
178.32.227.fha,1,1
76.22.129.jeb,1,1
122.8.188.jhi,1,1
75.128.52.jbh,1,1
38.140.156.jde,1,1
105.73.27.ihf,1,1
95.82.177.bdh,1,1
38.99.189.dad,1,1
76.90.24.jca,1,1
85.93.11.ffb,1,1
99.248.91.fab,1,1
200.0.102.jde,1,1
65.246.72.jga,1,1
107.77.228.jea,1,1
181.225.107.bbb,1,1
50.226.37.bdc,1,1
89.176.192.ceb,1,1
74.109.205.ggf,1,1
107.77.219.gjj,1,1
164.165.251.ech,1,1
190.70.118.fih,1,1
99.189.121.iei,1,1
198.135.124.adj,1,1
69.175.34.hhi,1,1
179.35.134.bfb,1,1
70.161.127.ggf,1,1
186.251.252.hbc,1,1
96.248.6.hjh,1,1
216.49.155.dda,1,1
117.245.43.bdh,1,1
207.195.86.gch,1,1
97.89.187.bch,1,1
73.19.124.iae,1,1
192.227.121.hhj,1,1
61.50.125.jfd,1,1
14.152.68.hie,1,1
68.96.18.eaj,1,1
2.247.254.bhj,1,1
107.77.214.gch,1,1
96.19.150.geh,1,1
205.208.120.fbb,1,1
112.211.66.hhi,1,1
155.201.42.ggf,1,1
223.180.2.bbi,1,1
217.79.247.bic,1,1
162.255.154.jhf,1,1
158.106.210.dad,1,1
182.72.205.jhf,1,1
138.34.1.bcj,1,1
107.147.185.bgd,1,1
203.18.219.fed,1,1
107.77.210.eib,1,1
93.55.127.dif,1,1
184.69.163.idh,1,1
174.232.6.hbc,1,1
42.112.4.gfj,1,1
24.188.191.dgd,1,1
120.230.175.abb,1,1
220.233.101.fed,1,1
202.164.145.bhj,1,1
62.232.84.haf,1,1
108.16.197.fdh,1,1
159.174.46.hji,1,1
203.142.136.iah,1,1
192.227.123.hee,1,1
74.7.67.hhg,1,1
67.227.152.jag,1,1
104.4.6.ged,1,1
24.146.250.fab,1,1
68.67.255.ced,1,1
139.193.1.igg,1,1
67.165.177.dce,1,1
178.18.58.cah,1,1
45.112.176.fhi,1,1
114.44.105.hjh,1,1
42.112.243.jjh,1,1
203.56.181.cac,1,1
122.160.118.gif,1,1
73.75.136.ahd,1,1
130.235.66.aca,1,1
125.26.180.egd,1,1
174.65.117.fbb,1,1
104.154.196.beh,1,1
121.226.62.jii,1,1
23.226.222.cac,1,1
162.255.153.abj,1,1
73.111.49.jgj,1,1
45.41.60.aej,1,1
73.240.168.efj,1,1
61.238.79.jfd,1,1
96.239.116.abc,1,1
96.68.180.fgd,1,1
99.182.2.eci,1,1
140.107.35.fec,1,1
121.200.234.jeb,1,1
68.149.130.idd,1,1
23.239.162.cga,1,1
68.109.229.ehd,1,1
173.162.253.dad,1,1
173.66.25.bji,1,1
88.97.104.haf,1,1
175.184.244.eci,1,1
180.168.10.fjf,1,1
23.239.162.abh,1,1
173.163.25.bgg,1,1
67.78.138.bji,1,1
46.116.203.bhg,1,1
61.180.76.jjh,1,1
24.19.43.bhg,1,1
214.10.6.fhg,1,1
24.184.137.cha,1,1
209.56.53.ech,1,1
196.210.56.dgd,1,1
110.85.40.gge,1,1
67.137.12.cjj,1,1
93.118.68.ebi,1,1
81.23.24.aie,1,1
68.204.23.hhi,1,1
115.248.156.hhi,1,1
106.76.247.cjj,1,1
174.76.2.hbf,1,1
168.235.196.dea,1,1
80.169.144.ijh,1,1
24.187.191.aef,1,1
37.217.70.bcf,1,1
166.137.8.eag,1,1
1.128.96.djc,1,1
24.7.26.ged,1,1
72.21.13.ced,1,1
98.109.119.jea,1,1
99.106.240.bbi,1,1
120.188.74.afh,1,1
193.105.219.ijh,1,1
50.235.255.fib,1,1
192.238.17.bhe,1,1
24.151.121.bgj,1,1
162.226.97.bcj,1,1
49.248.165.bbb,1,1
216.126.102.aej,1,1
154.118.228.efc,1,1
162.210.197.iah,1,1
62.219.55.jga,1,1
42.60.188.baj,1,1
116.250.224.fjb,1,1
72.229.130.igh,1,1
24.151.55.ged,1,1
81.74.219.jdj,1,1
50.194.20.hhj,1,1
67.6.147.dda,1,1
68.61.29.hbf,1,1
104.58.16.hee,1,1
107.155.193.fjf,1,1
46.101.16.cef,1,1
212.96.69.fhg,1,1
125.21.50.jde,1,1
141.0.13.bff,1,1
101.59.93.cfi,1,1
66.87.116.hgb,1,1
107.189.107.acc,1,1
108.238.62.gig,1,1
173.75.255.ged,1,1
105.2.195.hee,1,1
206.180.173.jfc,1,1
36.233.83.ecb,1,1
173.67.160.eda,1,1
159.108.89.fec,1,1
70.15.48.jic,1,1
185.69.144.jdi,1,1
184.55.164.fhc,1,1
12.108.157.jcf,1,1
76.198.29.igj,1,1
143.176.236.idh,1,1
103.246.38.aha,1,1
202.111.43.cca,1,1
68.188.0.ahb,1,1
12.237.144.cjj,1,1
217.79.250.dcg,1,1
104.251.101.jde,1,1
67.78.166.iei,1,1
223.95.78.bhg,1,1
141.0.12.ifh,1,1
180.93.21.gig,1,1
74.64.48.jfc,1,1
54.173.147.ajc,1,1
12.247.192.gjj,1,1
172.101.64.igg,1,1
60.173.175.aha,1,1
172.89.101.cfi,1,1
85.220.159.dif,1,1
27.62.65.gai,1,1
54.158.50.ffb,1,1
96.64.225.ahd,1,1
202.46.54.eib,1,1
212.197.168.aah,1,1
173.211.78.bfc,1,1
136.30.62.igg,1,1
174.127.224.efc,1,1
205.221.28.eja,1,1
50.78.241.bdf,1,1
207.195.252.jda,1,1
104.221.193.aca,1,1
50.75.196.gjj,1,1
175.101.27.abb,1,1
78.156.103.eci,1,1
68.112.232.jad,1,1
188.126.113.eag,1,1
87.146.53.aba,1,1
173.180.119.aje,1,1
24.52.6.ede,1,1
197.207.148.jja,1,1
205.217.249.fib,1,1
49.205.217.cci,1,1
100.75.17.jhi,1,1
113.161.38.ged,1,1
168.151.241.abf,1,1
180.218.235.dda,1,1
69.204.226.iee,1,1
47.200.103.fha,1,1
70.54.76.cib,1,1
40.77.179.agj,1,1
181.115.242.cfi,1,1
138.32.32.gjc,1,1
63.153.158.ecb,1,1
217.165.3.cej,1,1
104.197.200.ffb,1,1
209.122.235.dfh,1,1
72.193.81.jhf,1,1
182.187.103.fef,1,1
103.83.60.aea,1,1
94.99.119.cje,1,1
110.54.230.cjj,1,1
217.172.42.eib,1,1
49.229.53.fjf,1,1
219.143.69.ajc,1,1
122.173.27.cca,1,1
173.166.52.fgg,1,1
27.189.229.jic,1,1
91.183.120.djf,1,1
24.36.187.fgd,1,1
107.167.108.aab,1,1
173.56.245.fbb,1,1
103.243.8.ehd,1,1
207.195.235.jde,1,1
182.86.22.fdb,1,1
131.107.160.bch,1,1
196.35.12.ahf,1,1
66.87.126.efb,1,1
12.180.55.jhf,1,1
165.225.16.hgh,1,1
45.251.76.abf,1,1
2.28.104.fef,1,1
198.12.72.hec,1,1
24.31.176.eci,1,1
107.77.229.def,1,1
12.49.139.jde,1,1
12.28.25.cjj,1,1
82.136.65.jeb,1,1
24.92.148.dgd,1,1
163.119.45.ide,1,1
71.241.155.idd,1,1
75.172.95.jhi,1,1
64.74.215.iah,1,1
190.185.6.djc,1,1
208.58.51.hhg,1,1
212.88.229.fjf,1,1
160.177.89.idd,1,1
69.61.239.ccg,1,1
64.100.116.jhf,1,1
38.88.175.bbi,1,1
4.14.70.hhg,1,1
67.171.182.hgh,1,1
179.191.85.bbb,1,1
45.112.227.ebc,1,1
177.8.216.gfj,1,1
1.180.235.iae,1,1
73.33.62.geh,1,1
190.83.201.gjc,1,1
36.63.31.bge,1,1
107.77.217.jeb,1,1
223.96.156.fcg,1,1
91.240.192.aba,1,1
165.88.13.bhe,1,1
84.199.51.hhg,1,1
114.75.69.hhg,1,1
12.109.19.abb,1,1
209.123.234.jda,1,1
46.102.99.bjg,1,1
37.216.6.jje,1,1
198.211.106.ahd,1,1
117.233.59.haf,1,1
103.232.96.fec,1,1
74.88.237.eda,1,1
82.8.129.hbh,1,1
5.148.155.eff,1,1
152.14.48.aie,1,1
201.130.60.eag,1,1
165.225.36.bfc,1,1
76.77.136.ffb,1,1
36.66.64.hhg,1,1
85.86.62.abh,1,1
107.155.194.jje,1,1
103.5.173.fdf,1,1
149.71.200.aig,1,1
112.26.227.cha,1,1
12.28.161.fab,1,1
213.179.219.eci,1,1
72.69.136.ede,1,1
54.152.95.fad,1,1
221.211.215.cef,1,1
203.125.234.abc,1,1
107.131.12.ijh,1,1
221.184.96.cjb,1,1
216.198.233.jie,1,1
49.145.96.bgd,1,1
23.239.162.jcd,1,1
50.234.191.hee,1,1
203.205.52.fdf,1,1
174.221.141.hjf,1,1
85.93.30.dfh,1,1
175.155.155.eja,1,1
78.41.158.bji,1,1
202.46.50.ide,1,1
124.43.17.aed,1,1
73.241.164.ifh,1,1
66.249.73.jad,1,1
88.241.44.fjf,1,1
38.140.160.dbe,1,1
208.71.36.beh,1,1
207.158.35.jhd,1,1
117.245.42.hie,1,1
210.2.57.eda,1,1
37.111.130.hhg,1,1
201.144.142.fdh,1,1
180.255.252.egd,1,1
74.90.244.eef,1,1
176.9.198.caf,1,1
216.146.134.fef,1,1
37.237.138.jcd,1,1
71.162.1.caf,1,1
95.143.46.jde,1,1
216.150.135.jgj,1,1
